user_id,signup_date,signup_source,step_name,step_timestamp,activity_date,event_type,cohort_date,days_since_signup,is_active
6,2023-07-06,Web,otp_verified,2023-07-06 15:34:00,2023-07-06,otp,2023-07-06,0,0
6,2023-07-06,Web,account_created,2023-07-06 16:00:00,2023-07-06,create_account,2023-07-06,0,1
7,2023-07-02,Web,landing_page,2023-07-02 13:05:00,2023-07-02,signup,2023-07-02,0,0
7,2023-07-02,Web,signup_start,2023-07-02 13:33:00,2023-07-02,signup,2023-07-02,0,0
7,2023-07-02,Web,otp_requested,2023-07-02 14:03:00,2023-07-02,otp,2023-07-02,0,0
7,2023-07-02,Web,otp_verified,2023-07-02 14:32:00,2023-07-02,otp,2023-07-02,0,0
7,2023-07-02,Web,account_created,2023-07-02 15:00:00,2023-07-02,create_account,2023-07-02,0,1
8,2023-07-17,Mobile,landing_page,2023-07-17 10:04:00,2023-07-17,signup,2023-07-17,0,0
9,2023-07-15,Web,landing_page,2023-07-15 11:00:00,2023-07-15,signup,2023-07-15,0,0
9,2023-07-15,Web,signup_start,2023-07-15 11:34:00,2023-07-15,signup,2023-07-15,0,0
9,2023-07-15,Web,otp_requested,2023-07-15 12:00:00,2023-07-15,otp,2023-07-15,0,0
9,2023-07-15,Web,otp_verified,2023-07-15 12:35:00,2023-07-15,otp,2023-07-15,0,0
9,2023-07-15,Web,account_created,2023-07-15 13:04:00,2023-07-15,create_account,2023-07-15,0,1
10,2023-07-19,Mobile,landing_page,2023-07-19 10:00:00,2023-07-19,signup,2023-07-19,0,0
10,2023-07-19,Mobile,signup_start,2023-07-19 10:33:00,2023-07-19,signup,2023-07-19,0,0
11,2023-07-05,Web,landing_page,2023-07-05 09:01:00,2023-07-05,signup,2023-07-05,0,0
11,2023-07-05,Web,signup_start,2023-07-05 09:32:00,2023-07-05,signup,2023-07-05,0,0
11,2023-07-05,Web,otp_requested,2023-07-05 10:02:00,2023-07-05,otp,2023-07-05,0,0
11,2023-07-05,Web,otp_verified,2023-07-05 10:35:00,2023-07-05,otp,2023-07-05,0,0
11,2023-07-05,Web,account_created,2023-07-05 11:04:00,2023-07-05,create_account,2023-07-05,0,1
12,2023-07-19,Web,landing_page,2023-07-19 15:00:00,2023-07-19,signup,2023-07-19,0,0
12,2023-07-19,Web,signup_start,2023-07-19 15:33:00,2023-07-19,signup,2023-07-19,0,0
12,2023-07-19,Web,otp_requested,2023-07-19 16:02:00,2023-07-19,otp,2023-07-19,0,0
12,2023-07-19,Web,otp_verified,2023-07-19 16:32:00,2023-07-19,otp,2023-07-19,0,0
12,2023-07-19,Web,account_created,2023-07-19 17:02:00,2023-07-19,create_account,2023-07-19,0,1
13,2023-07-04,Mobile,landing_page,2023-07-04 11:01:00,2023-07-04,signup,2023-07-04,0,0
13,2023-07-04,Mobile,signup_start,2023-07-04 11:31:00,2023-07-04,signup,2023-07-04,0,0
13,2023-07-04,Mobile,otp_requested,2023-07-04 12:04:00,2023-07-04,otp,2023-07-04,0,0
13,2023-07-04,Mobile,otp_verified,2023-07-04 12:32:00,2023-07-04,otp,2023-07-04,0,0
13,2023-07-04,Mobile,account_created,2023-07-04 13:02:00,2023-07-04,create_account,2023-07-04,0,1
14,2023-07-21,Mobile,landing_page,2023-07-21 11:00:00,2023-07-21,signup,2023-07-21,0,0
14,2023-07-21,Mobile,signup_start,2023-07-21 11:32:00,2023-07-21,signup,2023-07-21,0,0
14,2023-07-21,Mobile,otp_requested,2023-07-21 12:04:00,2023-07-21,otp,2023-07-21,0,0
15,2023-07-11,Mobile,landing_page,2023-07-11 17:00:00,2023-07-11,signup,2023-07-11,0,0
15,2023-07-11,Mobile,signup_start,2023-07-11 17:31:00,2023-07-11,signup,2023-07-11,0,0
15,2023-07-11,Mobile,otp_requested,2023-07-11 18:02:00,2023-07-11,otp,2023-07-11,0,0
15,2023-07-11,Mobile,otp_verified,2023-07-11 18:35:00,2023-07-11,otp,2023-07-11,0,0
15,2023-07-11,Mobile,account_created,2023-07-11 19:02:00,2023-07-11,create_account,2023-07-11,0,1
16,2023-07-14,Web,landing_page,2023-07-14 12:04:00,2023-07-14,signup,2023-07-14,0,0
16,2023-07-14,Web,signup_start,2023-07-14 12:30:00,2023-07-14,signup,2023-07-14,0,0
16,2023-07-14,Web,otp_requested,2023-07-14 13:04:00,2023-07-14,otp,2023-07-14,0,0
17,2023-07-10,Web,landing_page,2023-07-10 09:00:00,2023-07-10,signup,2023-07-10,0,0
17,2023-07-10,Web,signup_start,2023-07-10 09:31:00,2023-07-10,signup,2023-07-10,0,0
17,2023-07-10,Web,otp_requested,2023-07-10 10:05:00,2023-07-10,otp,2023-07-10,0,0
17,2023-07-10,Web,otp_verified,2023-07-10 10:30:00,2023-07-10,otp,2023-07-10,0,0
17,2023-07-10,Web,account_created,2023-07-10 11:01:00,2023-07-10,create_account,2023-07-10,0,1
18,2023-07-28,Web,landing_page,2023-07-28 11:03:00,2023-07-28,signup,2023-07-28,0,0
18,2023-07-28,Web,signup_start,2023-07-28 11:34:00,2023-07-28,signup,2023-07-28,0,0
18,2023-07-28,Web,otp_requested,2023-07-28 12:00:00,2023-07-28,otp,2023-07-28,0,0
18,2023-07-28,Web,otp_verified,2023-07-28 12:30:00,2023-07-28,otp,2023-07-28,0,0
18,2023-07-28,Web,account_created,2023-07-28 13:05:00,2023-07-28,create_account,2023-07-28,0,1
19,2023-07-26,Mobile,landing_page,2023-07-26 08:02:00,2023-07-26,signup,2023-07-26,0,0
19,2023-07-26,Mobile,signup_start,2023-07-26 08:30:00,2023-07-26,signup,2023-07-26,0,0
19,2023-07-26,Mobile,otp_requested,2023-07-26 09:00:00,2023-07-26,otp,2023-07-26,0,0
19,2023-07-26,Mobile,otp_verified,2023-07-26 09:32:00,2023-07-26,otp,2023-07-26,0,0
19,2023-07-26,Mobile,account_created,2023-07-26 10:05:00,2023-07-26,create_account,2023-07-26,0,1
20,2023-07-29,Web,landing_page,2023-07-29 15:02:00,2023-07-29,signup,2023-07-29,0,0
20,2023-07-29,Web,signup_start,2023-07-29 15:32:00,2023-07-29,signup,2023-07-29,0,0
21,2023-07-10,Mobile,landing_page,2023-07-10 18:04:00,2023-07-10,signup,2023-07-10,0,0
21,2023-07-10,Mobile,signup_start,2023-07-10 18:35:00,2023-07-10,signup,2023-07-10,0,0
21,2023-07-10,Mobile,otp_requested,2023-07-10 19:03:00,2023-07-10,otp,2023-07-10,0,0
21,2023-07-10,Mobile,otp_verified,2023-07-10 19:31:00,2023-07-10,otp,2023-07-10,0,0
22,2023-07-07,Mobile,landing_page,2023-07-07 08:00:00,2023-07-07,signup,2023-07-07,0,0
22,2023-07-07,Mobile,signup_start,2023-07-07 08:35:00,2023-07-07,signup,2023-07-07,0,0
22,2023-07-07,Mobile,otp_requested,2023-07-07 09:05:00,2023-07-07,otp,2023-07-07,0,0
22,2023-07-07,Mobile,otp_verified,2023-07-07 09:35:00,2023-07-07,otp,2023-07-07,0,0
22,2023-07-07,Mobile,account_created,2023-07-07 10:05:00,2023-07-07,create_account,2023-07-07,0,1
23,2023-07-26,Mobile,landing_page,2023-07-26 17:02:00,2023-07-26,signup,2023-07-26,0,0
23,2023-07-26,Mobile,signup_start,2023-07-26 17:32:00,2023-07-26,signup,2023-07-26,0,0
23,2023-07-26,Mobile,otp_requested,2023-07-26 18:00:00,2023-07-26,otp,2023-07-26,0,0
23,2023-07-26,Mobile,otp_verified,2023-07-26 18:30:00,2023-07-26,otp,2023-07-26,0,0
23,2023-07-26,Mobile,account_created,2023-07-26 19:05:00,2023-07-26,create_account,2023-07-26,0,1
24,2023-07-07,Mobile,landing_page,2023-07-07 08:00:00,2023-07-07,signup,2023-07-07,0,0
24,2023-07-07,Mobile,signup_start,2023-07-07 08:33:00,2023-07-07,signup,2023-07-07,0,0
24,2023-07-07,Mobile,otp_requested,2023-07-07 09:00:00,2023-07-07,otp,2023-07-07,0,0
24,2023-07-07,Mobile,otp_verified,2023-07-07 09:34:00,2023-07-07,otp,2023-07-07,0,0
24,2023-07-07,Mobile,account_created,2023-07-07 10:03:00,2023-07-07,create_account,2023-07-07,0,1
25,2023-07-30,Mobile,landing_page,2023-07-30 09:02:00,2023-07-30,signup,2023-07-30,0,0
25,2023-07-30,Mobile,signup_start,2023-07-30 09:33:00,2023-07-30,signup,2023-07-30,0,0
25,2023-07-30,Mobile,otp_requested,2023-07-30 10:02:00,2023-07-30,otp,2023-07-30,0,0
25,2023-07-30,Mobile,otp_verified,2023-07-30 10:34:00,2023-07-30,otp,2023-07-30,0,0
25,2023-07-30,Mobile,account_created,2023-07-30 11:05:00,2023-07-30,create_account,2023-07-30,0,1
26,2023-07-21,Mobile,landing_page,2023-07-21 16:05:00,2023-07-21,signup,2023-07-21,0,0
26,2023-07-21,Mobile,signup_start,2023-07-21 16:34:00,2023-07-21,signup,2023-07-21,0,0
26,2023-07-21,Mobile,otp_requested,2023-07-21 17:05:00,2023-07-21,otp,2023-07-21,0,0
26,2023-07-21,Mobile,otp_verified,2023-07-21 17:30:00,2023-07-21,otp,2023-07-21,0,0
26,2023-07-21,Mobile,account_created,2023-07-21 18:04:00,2023-07-21,create_account,2023-07-21,0,1
27,2023-07-16,Web,landing_page,2023-07-16 13:02:00,2023-07-16,signup,2023-07-16,0,0
27,2023-07-16,Web,signup_start,2023-07-16 13:31:00,2023-07-16,signup,2023-07-16,0,0
27,2023-07-16,Web,otp_requested,2023-07-16 14:03:00,2023-07-16,otp,2023-07-16,0,0
27,2023-07-16,Web,otp_verified,2023-07-16 14:32:00,2023-07-16,otp,2023-07-16,0,0
27,2023-07-16,Web,account_created,2023-07-16 15:04:00,2023-07-16,create_account,2023-07-16,0,1
28,2023-07-22,Mobile,landing_page,2023-07-22 17:02:00,2023-07-22,signup,2023-07-22,0,0
28,2023-07-22,Mobile,signup_start,2023-07-22 17:31:00,2023-07-22,signup,2023-07-22,0,0
28,2023-07-22,Mobile,otp_requested,2023-07-22 18:02:00,2023-07-22,otp,2023-07-22,0,0
28,2023-07-22,Mobile,otp_verified,2023-07-22 18:33:00,2023-07-22,otp,2023-07-22,0,0
28,2023-07-22,Mobile,account_created,2023-07-22 19:01:00,2023-07-22,create_account,2023-07-22,0,1
29,2023-07-21,Web,landing_page,2023-07-21 12:01:00,2023-07-21,signup,2023-07-21,0,0
29,2023-07-21,Web,signup_start,2023-07-21 12:32:00,2023-07-21,signup,2023-07-21,0,0
29,2023-07-21,Web,otp_requested,2023-07-21 13:01:00,2023-07-21,otp,2023-07-21,0,0
29,2023-07-21,Web,otp_verified,2023-07-21 13:31:00,2023-07-21,otp,2023-07-21,0,0
29,2023-07-21,Web,account_created,2023-07-21 14:00:00,2023-07-21,create_account,2023-07-21,0,1
30,2023-07-10,Web,landing_page,2023-07-10 17:00:00,2023-07-10,signup,2023-07-10,0,0
30,2023-07-10,Web,signup_start,2023-07-10 17:35:00,2023-07-10,signup,2023-07-10,0,0
30,2023-07-10,Web,otp_requested,2023-07-10 18:05:00,2023-07-10,otp,2023-07-10,0,0
30,2023-07-10,Web,otp_verified,2023-07-10 18:34:00,2023-07-10,otp,2023-07-10,0,0
30,2023-07-10,Web,account_created,2023-07-10 19:02:00,2023-07-10,create_account,2023-07-10,0,1
31,2023-07-09,Mobile,landing_page,2023-07-09 11:05:00,2023-07-09,signup,2023-07-09,0,0
31,2023-07-09,Mobile,signup_start,2023-07-09 11:30:00,2023-07-09,signup,2023-07-09,0,0
31,2023-07-09,Mobile,otp_requested,2023-07-09 12:03:00,2023-07-09,otp,2023-07-09,0,0
31,2023-07-09,Mobile,otp_verified,2023-07-09 12:33:00,2023-07-09,otp,2023-07-09,0,0
31,2023-07-09,Mobile,account_created,2023-07-09 13:00:00,2023-07-09,create_account,2023-07-09,0,1
32,2023-07-09,Web,landing_page,2023-07-09 16:03:00,2023-07-09,signup,2023-07-09,0,0
33,2023-07-28,Web,landing_page,2023-07-28 13:00:00,2023-07-28,signup,2023-07-28,0,0
33,2023-07-28,Web,signup_start,2023-07-28 13:34:00,2023-07-28,signup,2023-07-28,0,0
33,2023-07-28,Web,otp_requested,2023-07-28 14:04:00,2023-07-28,otp,2023-07-28,0,0
34,2023-07-28,Mobile,landing_page,2023-07-28 11:00:00,2023-07-28,signup,2023-07-28,0,0
34,2023-07-28,Mobile,signup_start,2023-07-28 11:30:00,2023-07-28,signup,2023-07-28,0,0
34,2023-07-28,Mobile,otp_requested,2023-07-28 12:01:00,2023-07-28,otp,2023-07-28,0,0
34,2023-07-28,Mobile,otp_verified,2023-07-28 12:35:00,2023-07-28,otp,2023-07-28,0,0
34,2023-07-28,Mobile,account_created,2023-07-28 13:02:00,2023-07-28,create_account,2023-07-28,0,1
35,2023-07-07,Web,landing_page,2023-07-07 16:05:00,2023-07-07,signup,2023-07-07,0,0
35,2023-07-07,Web,signup_start,2023-07-07 16:32:00,2023-07-07,signup,2023-07-07,0,0
35,2023-07-07,Web,otp_requested,2023-07-07 17:03:00,2023-07-07,otp,2023-07-07,0,0
36,2023-07-20,Mobile,landing_page,2023-07-20 15:02:00,2023-07-20,signup,2023-07-20,0,0
36,2023-07-20,Mobile,signup_start,2023-07-20 15:34:00,2023-07-20,signup,2023-07-20,0,0
36,2023-07-20,Mobile,otp_requested,2023-07-20 16:05:00,2023-07-20,otp,2023-07-20,0,0
36,2023-07-20,Mobile,otp_verified,2023-07-20 16:31:00,2023-07-20,otp,2023-07-20,0,0
36,2023-07-20,Mobile,account_created,2023-07-20 17:04:00,2023-07-20,create_account,2023-07-20,0,1
37,2023-07-16,Mobile,landing_page,2023-07-16 14:02:00,2023-07-16,signup,2023-07-16,0,0
37,2023-07-16,Mobile,signup_start,2023-07-16 14:34:00,2023-07-16,signup,2023-07-16,0,0
38,2023-07-12,Web,landing_page,2023-07-12 12:05:00,2023-07-12,signup,2023-07-12,0,0
38,2023-07-12,Web,signup_start,2023-07-12 12:34:00,2023-07-12,signup,2023-07-12,0,0
38,2023-07-12,Web,otp_requested,2023-07-12 13:05:00,2023-07-12,otp,2023-07-12,0,0
38,2023-07-12,Web,otp_verified,2023-07-12 13:30:00,2023-07-12,otp,2023-07-12,0,0
38,2023-07-12,Web,account_created,2023-07-12 14:05:00,2023-07-12,create_account,2023-07-12,0,1
39,2023-07-22,Web,landing_page,2023-07-22 13:02:00,2023-07-22,signup,2023-07-22,0,0
39,2023-07-22,Web,signup_start,2023-07-22 13:33:00,2023-07-22,signup,2023-07-22,0,0
39,2023-07-22,Web,otp_requested,2023-07-22 14:00:00,2023-07-22,otp,2023-07-22,0,0
39,2023-07-22,Web,otp_verified,2023-07-22 14:33:00,2023-07-22,otp,2023-07-22,0,0
39,2023-07-22,Web,account_created,2023-07-22 15:04:00,2023-07-22,create_account,2023-07-22,0,1
40,2023-07-01,Web,landing_page,2023-07-01 17:02:00,2023-07-01,signup,2023-07-01,0,0
40,2023-07-01,Web,signup_start,2023-07-01 17:35:00,2023-07-01,signup,2023-07-01,0,0
40,2023-07-01,Web,otp_requested,2023-07-01 18:05:00,2023-07-01,otp,2023-07-01,0,0
40,2023-07-01,Web,otp_verified,2023-07-01 18:33:00,2023-07-01,otp,2023-07-01,0,0
40,2023-07-01,Web,account_created,2023-07-01 19:02:00,2023-07-01,create_account,2023-07-01,0,1
41,2023-07-17,Web,landing_page,2023-07-17 16:00:00,2023-07-17,signup,2023-07-17,0,0
42,2023-07-01,Web,landing_page,2023-07-01 10:00:00,2023-07-01,signup,2023-07-01,0,0
42,2023-07-01,Web,signup_start,2023-07-01 10:33:00,2023-07-01,signup,2023-07-01,0,0
42,2023-07-01,Web,otp_requested,2023-07-01 11:04:00,2023-07-01,otp,2023-07-01,0,0
42,2023-07-01,Web,otp_verified,2023-07-01 11:33:00,2023-07-01,otp,2023-07-01,0,0
42,2023-07-01,Web,account_created,2023-07-01 12:00:00,2023-07-01,create_account,2023-07-01,0,1
43,2023-07-14,Mobile,landing_page,2023-07-14 08:02:00,2023-07-14,signup,2023-07-14,0,0
43,2023-07-14,Mobile,signup_start,2023-07-14 08:33:00,2023-07-14,signup,2023-07-14,0,0
43,2023-07-14,Mobile,otp_requested,2023-07-14 09:05:00,2023-07-14,otp,2023-07-14,0,0
44,2023-07-11,Mobile,landing_page,2023-07-11 11:04:00,2023-07-11,signup,2023-07-11,0,0
44,2023-07-11,Mobile,signup_start,2023-07-11 11:33:00,2023-07-11,signup,2023-07-11,0,0
44,2023-07-11,Mobile,otp_requested,2023-07-11 12:02:00,2023-07-11,otp,2023-07-11,0,0
44,2023-07-11,Mobile,otp_verified,2023-07-11 12:33:00,2023-07-11,otp,2023-07-11,0,0
44,2023-07-11,Mobile,account_created,2023-07-11 13:02:00,2023-07-11,create_account,2023-07-11,0,1
45,2023-07-19,Web,landing_page,2023-07-19 16:04:00,2023-07-19,signup,2023-07-19,0,0
45,2023-07-19,Web,signup_start,2023-07-19 16:31:00,2023-07-19,signup,2023-07-19,0,0
45,2023-07-19,Web,otp_requested,2023-07-19 17:02:00,2023-07-19,otp,2023-07-19,0,0
45,2023-07-19,Web,otp_verified,2023-07-19 17:34:00,2023-07-19,otp,2023-07-19,0,0
45,2023-07-19,Web,account_created,2023-07-19 18:05:00,2023-07-19,create_account,2023-07-19,0,1
46,2023-07-10,Web,landing_page,2023-07-10 08:02:00,2023-07-10,signup,2023-07-10,0,0
46,2023-07-10,Web,signup_start,2023-07-10 08:35:00,2023-07-10,signup,2023-07-10,0,0
46,2023-07-10,Web,otp_requested,2023-07-10 09:04:00,2023-07-10,otp,2023-07-10,0,0
46,2023-07-10,Web,otp_verified,2023-07-10 09:34:00,2023-07-10,otp,2023-07-10,0,0
46,2023-07-10,Web,account_created,2023-07-10 10:04:00,2023-07-10,create_account,2023-07-10,0,1
47,2023-07-14,Web,landing_page,2023-07-14 09:00:00,2023-07-14,signup,2023-07-14,0,0
47,2023-07-14,Web,signup_start,2023-07-14 09:34:00,2023-07-14,signup,2023-07-14,0,0
47,2023-07-14,Web,otp_requested,2023-07-14 10:03:00,2023-07-14,otp,2023-07-14,0,0
47,2023-07-14,Web,otp_verified,2023-07-14 10:35:00,2023-07-14,otp,2023-07-14,0,0
47,2023-07-14,Web,account_created,2023-07-14 11:03:00,2023-07-14,create_account,2023-07-14,0,1
48,2023-07-11,Web,landing_page,2023-07-11 13:03:00,2023-07-11,signup,2023-07-11,0,0
48,2023-07-11,Web,signup_start,2023-07-11 13:33:00,2023-07-11,signup,2023-07-11,0,0
48,2023-07-11,Web,otp_requested,2023-07-11 14:01:00,2023-07-11,otp,2023-07-11,0,0
48,2023-07-11,Web,otp_verified,2023-07-11 14:35:00,2023-07-11,otp,2023-07-11,0,0
48,2023-07-11,Web,account_created,2023-07-11 15:02:00,2023-07-11,create_account,2023-07-11,0,1
49,2023-07-02,Web,landing_page,2023-07-02 14:04:00,2023-07-02,signup,2023-07-02,0,0
50,2023-07-20,Web,landing_page,2023-07-20 17:04:00,2023-07-20,signup,2023-07-20,0,0
50,2023-07-20,Web,signup_start,2023-07-20 17:33:00,2023-07-20,signup,2023-07-20,0,0
50,2023-07-20,Web,otp_requested,2023-07-20 18:05:00,2023-07-20,otp,2023-07-20,0,0
50,2023-07-20,Web,otp_verified,2023-07-20 18:33:00,2023-07-20,otp,2023-07-20,0,0
50,2023-07-20,Web,account_created,2023-07-20 19:02:00,2023-07-20,create_account,2023-07-20,0,1
51,2023-07-10,Mobile,landing_page,2023-07-10 13:00:00,2023-07-10,signup,2023-07-10,0,0
51,2023-07-10,Mobile,signup_start,2023-07-10 13:34:00,2023-07-10,signup,2023-07-10,0,0
51,2023-07-10,Mobile,otp_requested,2023-07-10 14:04:00,2023-07-10,otp,2023-07-10,0,0
51,2023-07-10,Mobile,otp_verified,2023-07-10 14:33:00,2023-07-10,otp,2023-07-10,0,0
51,2023-07-10,Mobile,account_created,2023-07-10 15:02:00,2023-07-10,create_account,2023-07-10,0,1
52,2023-07-06,Mobile,landing_page,2023-07-06 12:03:00,2023-07-06,signup,2023-07-06,0,0
52,2023-07-06,Mobile,signup_start,2023-07-06 12:33:00,2023-07-06,signup,2023-07-06,0,0
52,2023-07-06,Mobile,otp_requested,2023-07-06 13:04:00,2023-07-06,otp,2023-07-06,0,0
52,2023-07-06,Mobile,otp_verified,2023-07-06 13:30:00,2023-07-06,otp,2023-07-06,0,0
52,2023-07-06,Mobile,account_created,2023-07-06 14:02:00,2023-07-06,create_account,2023-07-06,0,1
53,2023-07-16,Web,landing_page,2023-07-16 11:04:00,2023-07-16,signup,2023-07-16,0,0
53,2023-07-16,Web,signup_start,2023-07-16 11:31:00,2023-07-16,signup,2023-07-16,0,0
53,2023-07-16,Web,otp_requested,2023-07-16 12:02:00,2023-07-16,otp,2023-07-16,0,0
54,2023-07-20,Web,landing_page,2023-07-20 15:01:00,2023-07-20,signup,2023-07-20,0,0
54,2023-07-20,Web,signup_start,2023-07-20 15:31:00,2023-07-20,signup,2023-07-20,0,0
54,2023-07-20,Web,otp_requested,2023-07-20 16:03:00,2023-07-20,otp,2023-07-20,0,0
54,2023-07-20,Web,otp_verified,2023-07-20 16:31:00,2023-07-20,otp,2023-07-20,0,0
54,2023-07-20,Web,account_created,2023-07-20 17:05:00,2023-07-20,create_account,2023-07-20,0,1
55,2023-07-08,Mobile,landing_page,2023-07-08 14:02:00,2023-07-08,signup,2023-07-08,0,0
55,2023-07-08,Mobile,signup_start,2023-07-08 14:33:00,2023-07-08,signup,2023-07-08,0,0
55,2023-07-08,Mobile,otp_requested,2023-07-08 15:04:00,2023-07-08,otp,2023-07-08,0,0
55,2023-07-08,Mobile,otp_verified,2023-07-08 15:33:00,2023-07-08,otp,2023-07-08,0,0
55,2023-07-08,Mobile,account_created,2023-07-08 16:04:00,2023-07-08,create_account,2023-07-08,0,1
56,2023-07-08,Web,landing_page,2023-07-08 09:05:00,2023-07-08,signup,2023-07-08,0,0
56,2023-07-08,Web,signup_start,2023-07-08 09:33:00,2023-07-08,signup,2023-07-08,0,0
56,2023-07-08,Web,otp_requested,2023-07-08 10:01:00,2023-07-08,otp,2023-07-08,0,0
56,2023-07-08,Web,otp_verified,2023-07-08 10:32:00,2023-07-08,otp,2023-07-08,0,0
56,2023-07-08,Web,account_created,2023-07-08 11:05:00,2023-07-08,create_account,2023-07-08,0,1
57,2023-07-22,Web,landing_page,2023-07-22 08:01:00,2023-07-22,signup,2023-07-22,0,0
57,2023-07-22,Web,signup_start,2023-07-22 08:35:00,2023-07-22,signup,2023-07-22,0,0
57,2023-07-22,Web,otp_requested,2023-07-22 09:00:00,2023-07-22,otp,2023-07-22,0,0
57,2023-07-22,Web,otp_verified,2023-07-22 09:31:00,2023-07-22,otp,2023-07-22,0,0
58,2023-07-23,Mobile,landing_page,2023-07-23 11:02:00,2023-07-23,signup,2023-07-23,0,0
58,2023-07-23,Mobile,signup_start,2023-07-23 11:34:00,2023-07-23,signup,2023-07-23,0,0
58,2023-07-23,Mobile,otp_requested,2023-07-23 12:03:00,2023-07-23,otp,2023-07-23,0,0
58,2023-07-23,Mobile,otp_verified,2023-07-23 12:35:00,2023-07-23,otp,2023-07-23,0,0
58,2023-07-23,Mobile,account_created,2023-07-23 13:02:00,2023-07-23,create_account,2023-07-23,0,1
59,2023-07-03,Web,landing_page,2023-07-03 18:03:00,2023-07-03,signup,2023-07-03,0,0
59,2023-07-03,Web,signup_start,2023-07-03 18:35:00,2023-07-03,signup,2023-07-03,0,0
59,2023-07-03,Web,otp_requested,2023-07-03 19:03:00,2023-07-03,otp,2023-07-03,0,0
59,2023-07-03,Web,otp_verified,2023-07-03 19:31:00,2023-07-03,otp,2023-07-03,0,0
59,2023-07-03,Web,account_created,2023-07-03 20:00:00,2023-07-03,create_account,2023-07-03,0,1
60,2023-07-15,Mobile,landing_page,2023-07-15 16:02:00,2023-07-15,signup,2023-07-15,0,0
60,2023-07-15,Mobile,signup_start,2023-07-15 16:33:00,2023-07-15,signup,2023-07-15,0,0
61,2023-07-24,Mobile,landing_page,2023-07-24 11:00:00,2023-07-24,signup,2023-07-24,0,0
61,2023-07-24,Mobile,signup_start,2023-07-24 11:30:00,2023-07-24,signup,2023-07-24,0,0
61,2023-07-24,Mobile,otp_requested,2023-07-24 12:02:00,2023-07-24,otp,2023-07-24,0,0
61,2023-07-24,Mobile,otp_verified,2023-07-24 12:31:00,2023-07-24,otp,2023-07-24,0,0
62,2023-07-19,Web,landing_page,2023-07-19 12:05:00,2023-07-19,signup,2023-07-19,0,0
62,2023-07-19,Web,signup_start,2023-07-19 12:33:00,2023-07-19,signup,2023-07-19,0,0
62,2023-07-19,Web,otp_requested,2023-07-19 13:03:00,2023-07-19,otp,2023-07-19,0,0
62,2023-07-19,Web,otp_verified,2023-07-19 13:32:00,2023-07-19,otp,2023-07-19,0,0
62,2023-07-19,Web,account_created,2023-07-19 14:02:00,2023-07-19,create_account,2023-07-19,0,1
